Location,State,Region,Size,NOM,Yield,Series,,,,,
TEMOAYA,Mexico,Toluca,Ejido,"TEMOAYA, MEXICO",1081.896552,AG Census 1960,,,,,
TEMOAYA,Mexico,Toluca,Total,"TEMOAYA, MEXICO",1118.933333,AG Census 1960,,,,,
TEMOAYA,Mexico,Toluca,Small,"TEMOAYA, MEXICO",1597.920277,AG Census 1960,,,,,
TENANCINGO,Mexico,Toluca,Ejido,"TENANCINGO, MEXICO",563.6515913,AG Census 1960,,,,,
TENANCINGO,Mexico,Toluca,Large,"TENANCINGO, MEXICO",729.1666667,AG Census 1960,,,,,
TENANCINGO,Mexico,Toluca,Total,"TENANCINGO, MEXICO",877.1717172,AG Census 1960,,,,,
TENANCINGO,Mexico,Toluca,Small,"TENANCINGO, MEXICO",1247.015611,AG Census 1960,,,,,
TENANGO DEL AIRE,Mexico,BOM,Ejido,"TENANGO DEL AIRE, MEXICO",810.5960265,AG Census 1960,,,,,
TENANGO DEL AIRE,Mexico,BOM,Total,"TENANGO DEL AIRE, MEXICO",964.054637,AG Census 1960,,,,,
TENANGO DEL AIRE,Mexico,BOM,Small,"TENANGO DEL AIRE, MEXICO",1018.518519,AG Census 1960,,,,,
TENANGO DEL AIRE,Mexico,BOM,Large,"TENANGO DEL AIRE, MEXICO",1240.437158,AG Census 1960,,,,,
TENANGO DEL VALLE,Mexico,Toluca,Ejido,"TENANGO DEL VALLE, MEXICO",807.3394495,AG Census 1960,,,,,
TENANGO DEL VALLE,Mexico,Toluca,Total,"TENANGO DEL VALLE, MEXICO",1089.373464,AG Census 1960,,,,,
TENANGO DEL VALLE,Mexico,Toluca,Large,"TENANGO DEL VALLE, MEXICO",1141.045959,AG Census 1960,,,,,
TENANGO DEL VALLE,Mexico,Toluca,Small,"TENANGO DEL VALLE, MEXICO",1147.596154,AG Census 1960,,,,,
TEOLOYUCAN,Mexico,BOM,Ejido,"TEOLOYUCAN, MEXICO",737.1601208,AG Census 1960,,,,,
TEOLOYUCAN,Mexico,BOM,Large,"TEOLOYUCAN, MEXICO",970.917226,AG Census 1960,,,,,
TEOLOYUCAN,Mexico,BOM,Total,"TEOLOYUCAN, MEXICO",1004.048583,AG Census 1960,,,,,
TEOLOYUCAN,Mexico,BOM,Small,"TEOLOYUCAN, MEXICO",1150.568182,AG Census 1960,,,,,
TEOTIHUACAN,Mexico,BOM,Ejido,"TEOTIHUACAN, MEXICO",745.1564829,AG Census 1960,,,,,
TEOTIHUACAN,Mexico,BOM,Small,"TEOTIHUACAN, MEXICO",750,AG Census 1960,,,,,
TEOTIHUACAN,Mexico,BOM,Total,"TEOTIHUACAN, MEXICO",831.7757009,AG Census 1960,,,,,
TEOTIHUACAN,Mexico,BOM,Large,"TEOTIHUACAN, MEXICO",1048.469388,AG Census 1960,,,,,
TEPETLAOXTOC,Mexico,BOM,Ejido,"TEPETLAOXTOC, MEXICO",792.2535211,AG Census 1960,,,,,
TEPETLAOXTOC,Mexico,BOM,Small,"TEPETLAOXTOC, MEXICO",890.8045977,AG Census 1960,,,,,
TEPETLAOXTOC,Mexico,BOM,Total,"TEPETLAOXTOC, MEXICO",942.7148194,AG Census 1960,,,,,
TEPETLAOXTOC,Mexico,BOM,Large,"TEPETLAOXTOC, MEXICO",1298.245614,AG Census 1960,,,,,
TEPETLIXPA,Mexico,BOM,Large,"TEPETLIXPA, MEXICO",875,AG Census 1960,,,,,
TEPETLIXPA,Mexico,BOM,Ejido,"TEPETLIXPA, MEXICO",892.6174497,AG Census 1960,,,,,
TEPETLIXPA,Mexico,BOM,Total,"TEPETLIXPA, MEXICO",939.8216939,AG Census 1960,,,,,
TEPETLIXPA,Mexico,BOM,Small,"TEPETLIXPA, MEXICO",967.4039581,AG Census 1960,,,,,
TEPOTZOTLAN,Mexico,BOM,Ejido,"TEPOTZOTLAN, MEXICO",819.8567042,AG Census 1960,,,,,
TEPOTZOTLAN,Mexico,BOM,Small,"TEPOTZOTLAN, MEXICO",884.3373494,AG Census 1960,,,,,
TEPOTZOTLAN,Mexico,BOM,Total,"TEPOTZOTLAN, MEXICO",886.7206092,AG Census 1960,,,,,
TEPOTZOTLAN,Mexico,BOM,Large,"TEPOTZOTLAN, MEXICO",1115.646259,AG Census 1960,,,,,
TEQUIXQUIAC,Mexico,BOM,Ejido,"TEQUIXQUIAC, MEXICO",781.6513761,AG Census 1960,,,,,
TEQUIXQUIAC,Mexico,BOM,Total,"TEQUIXQUIAC, MEXICO",898.7341772,AG Census 1960,,,,,
TEQUIXQUIAC,Mexico,BOM,Large,"TEQUIXQUIAC, MEXICO",941.7293233,AG Census 1960,,,,,
TEQUIXQUIAC,Mexico,BOM,Small,"TEQUIXQUIAC, MEXICO",1052.631579,AG Census 1960,,,,,
TEXCALYACAC,Mexico,Toluca,Total,"TEXCALYACAC, MEXICO",1062.827225,AG Census 1960,,,,,
TEXCALYACAC,Mexico,Toluca,Small,"TEXCALYACAC, MEXICO",1062.827225,AG Census 1960,,,,,
TEXCALYACAC,Mexico,Toluca,Large,"TEXCALYACAC, MEXICO",,AG Census 1960,,,,,
TEXCALYACAC,Mexico,Toluca,Ejido,"TEXCALYACAC, MEXICO",,AG Census 1960,,,,,
TEXCOCO,Mexico,BOM,Ejido,"TEXCOCO, MEXICO",789.7758338,AG Census 1960,,,,,
TEXCOCO,Mexico,BOM,Total,"TEXCOCO, MEXICO",874.6919431,AG Census 1960,,,,,
TEXCOCO,Mexico,BOM,Small,"TEXCOCO, MEXICO",992.6873857,AG Census 1960,,,,,
TEXCOCO,Mexico,BOM,Large,"TEXCOCO, MEXICO",1221.797323,AG Census 1960,,,,,
TEZOYUCA,Mexico,BOM,Ejido,"TEZOYUCA, MEXICO",787.1235722,AG Census 1960,,,,,
TEZOYUCA,Mexico,BOM,Total,"TEZOYUCA, MEXICO",848.3333333,AG Census 1960,,,,,
TEZOYUCA,Mexico,BOM,Large,"TEZOYUCA, MEXICO",928.5714286,AG Census 1960,,,,,
TEZOYUCA,Mexico,BOM,Small,"TEZOYUCA, MEXICO",1167.664671,AG Census 1960,,,,,
TIANGUISTENCO,Mexico,Toluca,Large,"TIANGUISTENCO, MEXICO",925.093633,AG Census 1960,,,,,
TIANGUISTENCO,Mexico,Toluca,Small,"TIANGUISTENCO, MEXICO",932.6988443,AG Census 1960,,,,,
TIANGUISTENCO,Mexico,Toluca,Total,"TIANGUISTENCO, MEXICO",939.4093686,AG Census 1960,,,,,
TIANGUISTENCO,Mexico,Toluca,Ejido,"TIANGUISTENCO, MEXICO",1000,AG Census 1960,,,,,
TIMILPAN,Mexico,N TOL,Ejido,"TIMILPAN, MEXICO",835.1045595,AG Census 1960,,,,,
TIMILPAN,Mexico,N TOL,Total,"TIMILPAN, MEXICO",863.7236084,AG Census 1960,,,,,
TIMILPAN,Mexico,N TOL,Small,"TIMILPAN, MEXICO",925.7503949,AG Census 1960,,,,,
TIMILPAN,Mexico,N TOL,Large,"TIMILPAN, MEXICO",935.2750809,AG Census 1960,,,,,
TLALMANALCO,Mexico,BOM,Ejido,"TLALMANALCO, MEXICO",734.8484848,AG Census 1960,,,,,
TLALMANALCO,Mexico,BOM,Total,"TLALMANALCO, MEXICO",950.5068575,AG Census 1960,,,,,
TLALMANALCO,Mexico,BOM,Large,"TLALMANALCO, MEXICO",1059.322034,AG Census 1960,,,,,
TLALMANALCO,Mexico,BOM,Small,"TLALMANALCO, MEXICO",1199.623352,AG Census 1960,,,,,
TLALNEPANTLA DE BAZ,Mexico,BOM,Ejido,"TLALNEPANTLA DE BAZ, MEXICO",799.6688742,AG Census 1960,,,,,
TLALNEPANTLA DE BAZ,Mexico,BOM,Total,"TLALNEPANTLA DE BAZ, MEXICO",842.1701603,AG Census 1960,,,,,
TLALNEPANTLA DE BAZ,Mexico,BOM,Large,"TLALNEPANTLA DE BAZ, MEXICO",945.5782313,AG Census 1960,,,,,
TLALNEPANTLA DE BAZ,Mexico,BOM,Small,"TLALNEPANTLA DE BAZ, MEXICO",1016.666667,AG Census 1960,,,,,
TOLUCA,Mexico,Toluca,Ejido,"TOLUCA, MEXICO",809.2225503,AG Census 1960,,,,,
TOLUCA,Mexico,Toluca,Total,"TOLUCA, MEXICO",962.8473544,AG Census 1960,,,,,
TOLUCA,Mexico,Toluca,Small,"TOLUCA, MEXICO",1122.83737,AG Census 1960,,,,,
TOLUCA,Mexico,Toluca,Large,"TOLUCA, MEXICO",1173.453406,AG Census 1960,,,,,
TONATICO,Mexico,SSW MOR-TOL,Ejido,"TONATICO, MEXICO",729.5336788,AG Census 1960,,,,,
TONATICO,Mexico,SSW MOR-TOL,Total,"TONATICO, MEXICO",876.5501691,AG Census 1960,,,,,
TONATICO,Mexico,SSW MOR-TOL,Small,"TONATICO, MEXICO",1043.902439,AG Census 1960,,,,,
TONATICO,Mexico,SSW MOR-TOL,Large,"TONATICO, MEXICO",1054.635762,AG Census 1960,,,,,
TULTEPEC,Mexico,BOM,Ejido,"TULTEPEC, MEXICO",737.5,AG Census 1960,,,,,
TULTEPEC,Mexico,BOM,Total,"TULTEPEC, MEXICO",1012.121212,AG Census 1960,,,,,
TULTEPEC,Mexico,BOM,Large,"TULTEPEC, MEXICO",1123.71134,AG Census 1960,,,,,
TULTEPEC,Mexico,BOM,Small,"TULTEPEC, MEXICO",1151.260504,AG Census 1960,,,,,
TULTITLAN,Mexico,BOM,Ejido,"TULTITLAN, MEXICO",838.4,AG Census 1960,,,,,
TULTITLAN,Mexico,BOM,Total,"TULTITLAN, MEXICO",889.3219018,AG Census 1960,,,,,
TULTITLAN,Mexico,BOM,Small,"TULTITLAN, MEXICO",904.4715447,AG Census 1960,,,,,
TULTITLAN,Mexico,BOM,Large,"TULTITLAN, MEXICO",1036.144578,AG Census 1960,,,,,
VILLA DEL CARBON,Mexico,BOM,Ejido,"VILLA DEL CARBON, MEXICO",871.5060492,AG Census 1960,,,,,
VILLA DEL CARBON,Mexico,BOM,Total,"VILLA DEL CARBON, MEXICO",945.2428147,AG Census 1960,,,,,
VILLA DEL CARBON,Mexico,BOM,Small,"VILLA DEL CARBON, MEXICO",990.4891304,AG Census 1960,,,,,
VILLA DEL CARBON,Mexico,BOM,Large,"VILLA DEL CARBON, MEXICO",1104.097453,AG Census 1960,,,,,
VILLA GUERRERO,Mexico,Toluca,Small,"VILLA GUERRERO, MEXICO",969.1455696,AG Census 1960,,,,,
VILLA GUERRERO,Mexico,Toluca,Ejido,"VILLA GUERRERO, MEXICO",980.9976247,AG Census 1960,,,,,
VILLA GUERRERO,Mexico,Toluca,Total,"VILLA GUERRERO, MEXICO",989.1033624,AG Census 1960,,,,,
VILLA GUERRERO,Mexico,Toluca,Large,"VILLA GUERRERO, MEXICO",1193.91635,AG Census 1960,,,,,
VILLA VICTORIA,Mexico,Toluca,Small,"VILLA VICTORIA, MEXICO",749.498998,AG Census 1960,,,,,
VILLA VICTORIA,Mexico,Toluca,Ejido,"VILLA VICTORIA, MEXICO",961.989864,AG Census 1960,,,,,
VILLA VICTORIA,Mexico,Toluca,Total,"VILLA VICTORIA, MEXICO",972.7157977,AG Census 1960,,,,,
VILLA VICTORIA,Mexico,Toluca,Large,"VILLA VICTORIA, MEXICO",1056.038228,AG Census 1960,,,,,
XALATLACO,Mexico,Toluca,Small,"XALATLACO, MEXICO",882.740448,AG Census 1960,,,,,
XALATLACO,Mexico,Toluca,Total,"XALATLACO, MEXICO",884.9104859,AG Census 1960,,,,,
XALATLACO,Mexico,Toluca,Large,"XALATLACO, MEXICO",956.5217391,AG Census 1960,,,,,
XALATLACO,Mexico,Toluca,Ejido,"XALATLACO, MEXICO",,AG Census 1960,,,,,
XONACATLAN,Mexico,BOM,Large,"XONACATLAN, MEXICO",659.8984772,AG Census 1960,,,,,
XONACATLAN,Mexico,BOM,Ejido,"XONACATLAN, MEXICO",709.6774194,AG Census 1960,,,,,
XONACATLAN,Mexico,BOM,Total,"XONACATLAN, MEXICO",721.1796247,AG Census 1960,,,,,
XONACATLAN,Mexico,BOM,Small,"XONACATLAN, MEXICO",773.4693878,AG Census 1960,,,,,
ZINACANTEPEC,Mexico,Toluca,Ejido,"ZINACANTEPEC, MEXICO",900.0675219,AG Census 1960,,,,,
ZINACANTEPEC,Mexico,Toluca,Total,"ZINACANTEPEC, MEXICO",934.0659341,AG Census 1960,,,,,
ZINACANTEPEC,Mexico,Toluca,Small,"ZINACANTEPEC, MEXICO",998.3579639,AG Census 1960,,,,,
ZINACANTEPEC,Mexico,Toluca,Large,"ZINACANTEPEC, MEXICO",1011.292346,AG Census 1960,,,,,
ZUMPAHUACAN,Mexico,SSW MOR-TOL,Ejido,"ZUMPAHUACAN, MEXICO",882.8828829,AG Census 1960,,,,,
ZUMPAHUACAN,Mexico,SSW MOR-TOL,Large,"ZUMPAHUACAN, MEXICO",886.8778281,AG Census 1960,,,,,
ZUMPAHUACAN,Mexico,SSW MOR-TOL,Total,"ZUMPAHUACAN, MEXICO",973.0994152,AG Census 1960,,,,,
ZUMPAHUACAN,Mexico,SSW MOR-TOL,Small,"ZUMPAHUACAN, MEXICO",1015.570934,AG Census 1960,,,,,
ZUMPANGO,Mexico,BOM,Ejido,"ZUMPANGO, MEXICO",792.1787709,AG Census 1960,,,,,
ZUMPANGO,Mexico,BOM,Total,"ZUMPANGO, MEXICO",945.1864218,AG Census 1960,,,,,
ZUMPANGO,Mexico,BOM,Small,"ZUMPANGO, MEXICO",963.7096774,AG Census 1960,,,,,
ZUMPANGO,Mexico,BOM,Large,"ZUMPANGO, MEXICO",1014.645577,AG Census 1960,,,,,
ATLATLAHUCAN,Morelos,,Small,"ATLATLAHUCAN, MORELOS",839.2857143,AG Census 1960,,,,,
ATLATLAHUCAN,Morelos,,Large,"ATLATLAHUCAN, MORELOS",865.8318426,AG Census 1960,,,,,
ATLATLAHUCAN,Morelos,,Total,"ATLATLAHUCAN, MORELOS",871.3932399,AG Census 1960,,,,,
ATLATLAHUCAN,Morelos,,Ejido,"ATLATLAHUCAN, MORELOS",903.7433155,AG Census 1960,,,,,
AYALA,Morelos,,Small,"AYALA, MORELOS",940.1197605,AG Census 1960,,,,,
AYALA,Morelos,,Ejido,"AYALA, MORELOS",958.2511506,AG Census 1960,,,,,
AYALA,Morelos,,Total,"AYALA, MORELOS",966.1199247,AG Census 1960,,,,,
AYALA,Morelos,,Large,"AYALA, MORELOS",1021.568627,AG Census 1960,,,,,
COATLAN DEL RIO,Morelos,,Large,"COATLAN DEL RIO, MORELOS",809.5238095,AG Census 1960,,,,,
COATLAN DEL RIO,Morelos,,Ejido,"COATLAN DEL RIO, MORELOS",837.3205742,AG Census 1960,,,,,
COATLAN DEL RIO,Morelos,,Total,"COATLAN DEL RIO, MORELOS",839.2857143,AG Census 1960,,,,,
COATLAN DEL RIO,Morelos,,Small,"COATLAN DEL RIO, MORELOS",1000,AG Census 1960,,,,,
CUAUTLA,Morelos,,Ejido,"CUAUTLA, MORELOS",820.8508089,AG Census 1960,,,,,
CUAUTLA,Morelos,,Total,"CUAUTLA, MORELOS",850.4464286,AG Census 1960,,,,,
CUAUTLA,Morelos,,Small,"CUAUTLA, MORELOS",950,AG Census 1960,,,,,
CUAUTLA,Morelos,,Large,"CUAUTLA, MORELOS",1539.68254,AG Census 1960,,,,,
CUERNAVACA,Morelos,,Ejido,"CUERNAVACA, MORELOS",789.6950578,AG Census 1960,,,,,
CUERNAVACA,Morelos,,Small,"CUERNAVACA, MORELOS",801.7621145,AG Census 1960,,,,,
CUERNAVACA,Morelos,,Total,"CUERNAVACA, MORELOS",807.7403246,AG Census 1960,,,,,
CUERNAVACA,Morelos,,Large,"CUERNAVACA, MORELOS",908.6294416,AG Census 1960,,,,,
EMILIANO ZAPATA,Morelos,,Large,"EMILIANO ZAPATA, MORELOS",844.4444444,AG Census 1960,,,,,
EMILIANO ZAPATA,Morelos,,Ejido,"EMILIANO ZAPATA, MORELOS",909.5238095,AG Census 1960,,,,,
EMILIANO ZAPATA,Morelos,,Total,"EMILIANO ZAPATA, MORELOS",993.9393939,AG Census 1960,,,,,
EMILIANO ZAPATA,Morelos,,Small,"EMILIANO ZAPATA, MORELOS",1320,AG Census 1960,,,,,
HUITZILAC,Morelos,,Large,"HUITZILAC, MORELOS",829.2682927,AG Census 1960,,,,,
HUITZILAC,Morelos,,Small,"HUITZILAC, MORELOS",934.6733668,AG Census 1960,,,,,
HUITZILAC,Morelos,,Total,"HUITZILAC, MORELOS",949.8525074,AG Census 1960,,,,,
HUITZILAC,Morelos,,Ejido,"HUITZILAC, MORELOS",1030.30303,AG Census 1960,,,,,
JANTETELCO,Morelos,,Large,"JANTETELCO, MORELOS",873.8738739,AG Census 1960,,,,,
JANTETELCO,Morelos,,Ejido,"JANTETELCO, MORELOS",922.7353464,AG Census 1960,,,,,
JANTETELCO,Morelos,,Total,"JANTETELCO, MORELOS",924.4577412,AG Census 1960,,,,,
JANTETELCO,Morelos,,Small,"JANTETELCO, MORELOS",1000,AG Census 1960,,,,,
JIUTEPEC,Morelos,,Large,"JIUTEPEC, MORELOS",828.6604361,AG Census 1960,,,,,
JIUTEPEC,Morelos,,Ejido,"JIUTEPEC, MORELOS",854.0609137,AG Census 1960,,,,,
JIUTEPEC,Morelos,,Total,"JIUTEPEC, MORELOS",860.2329451,AG Census 1960,,,,,
JIUTEPEC,Morelos,,Small,"JIUTEPEC, MORELOS",1021.505376,AG Census 1960,,,,,
JONACATEPEC,Morelos,,Large,"JONACATEPEC, MORELOS",819.3384224,AG Census 1960,,,,,
JONACATEPEC,Morelos,,Ejido,"JONACATEPEC, MORELOS",823.488045,AG Census 1960,,,,,
JONACATEPEC,Morelos,,Total,"JONACATEPEC, MORELOS",825.8345428,AG Census 1960,,,,,
JONACATEPEC,Morelos,,Small,"JONACATEPEC, MORELOS",902.4390244,AG Census 1960,,,,,
MAZATEPEC,Morelos,,Large,"MAZATEPEC, MORELOS",815.3846154,AG Census 1960,,,,,
MAZATEPEC,Morelos,,Total,"MAZATEPEC, MORELOS",848.324515,AG Census 1960,,,,,
MAZATEPEC,Morelos,,Ejido,"MAZATEPEC, MORELOS",850.5050505,AG Census 1960,,,,,
MAZATEPEC,Morelos,,Small,"MAZATEPEC, MORELOS",1000,AG Census 1960,,,,,
MIACATLAN,Morelos,,Ejido,"MIACATLAN, MORELOS",780.5611222,AG Census 1960,,,,,
MIACATLAN,Morelos,,Total,"MIACATLAN, MORELOS",819.5488722,AG Census 1960,,,,,
MIACATLAN,Morelos,,Large,"MIACATLAN, MORELOS",832,AG Census 1960,,,,,
MIACATLAN,Morelos,,Small,"MIACATLAN, MORELOS",986.0465116,AG Census 1960,,,,,
OCUITUCO,Morelos,,Small,"OCUITUCO, MORELOS",797.6878613,AG Census 1960,,,,,
OCUITUCO,Morelos,,Total,"OCUITUCO, MORELOS",830.5531168,AG Census 1960,,,,,
OCUITUCO,Morelos,,Ejido,"OCUITUCO, MORELOS",831.1874106,AG Census 1960,,,,,
OCUITUCO,Morelos,,Large,"OCUITUCO, MORELOS",850.1872659,AG Census 1960,,,,,
TEMIXCO,Morelos,,Ejido,"TEMIXCO, MORELOS",742.1203438,AG Census 1960,,,,,
TEMIXCO,Morelos,,Total,"TEMIXCO, MORELOS",743.718593,AG Census 1960,,,,,
TEMIXCO,Morelos,,Small,"TEMIXCO, MORELOS",750,AG Census 1960,,,,,
TEMIXCO,Morelos,,Large,"TEMIXCO, MORELOS",785.7142857,AG Census 1960,,,,,
TEPOZTLAN,Morelos,,Large,"TEPOZTLAN, MORELOS",700.4950495,AG Census 1960,,,,,
TEPOZTLAN,Morelos,,Ejido,"TEPOZTLAN, MORELOS",804.5977011,AG Census 1960,,,,,
TEPOZTLAN,Morelos,,Total,"TEPOZTLAN, MORELOS",900.7678677,AG Census 1960,,,,,
TEPOZTLAN,Morelos,,Small,"TEPOZTLAN, MORELOS",1022.316684,AG Census 1960,,,,,
TETECALA,Morelos,,Ejido,"TETECALA, MORELOS",783.7837838,AG Census 1960,,,,,
TETECALA,Morelos,,Large,"TETECALA, MORELOS",832.884097,AG Census 1960,,,,,
TETECALA,Morelos,,Total,"TETECALA, MORELOS",911.3475177,AG Census 1960,,,,,
TETECALA,Morelos,,Small,"TETECALA, MORELOS",1439.02439,AG Census 1960,,,,,
TETELA DEL VOLCAN,Morelos,,Large,"TETELA DEL VOLCAN, MORELOS",722.7564103,AG Census 1960,,,,,
TETELA DEL VOLCAN,Morelos,,Small,"TETELA DEL VOLCAN, MORELOS",752.688172,AG Census 1960,,,,,
TETELA DEL VOLCAN,Morelos,,Total,"TETELA DEL VOLCAN, MORELOS",800,AG Census 1960,,,,,
TETELA DEL VOLCAN,Morelos,,Ejido,"TETELA DEL VOLCAN, MORELOS",889.7637795,AG Census 1960,,,,,
TLALNEPANTLA,Morelos,,Small,"TLALNEPANTLA, MORELOS",624.6851385,AG Census 1960,,,,,
TLALNEPANTLA,Morelos,,Total,"TLALNEPANTLA, MORELOS",709.9664054,AG Census 1960,,,,,
TLALNEPANTLA,Morelos,,Large,"TLALNEPANTLA, MORELOS",713.3333333,AG Census 1960,,,,,
TLALNEPANTLA,Morelos,,Ejido,"TLALNEPANTLA, MORELOS",877.5510204,AG Census 1960,,,,,
TLALTIZAPAN,Morelos,,Large,"TLALTIZAPAN, MORELOS",728.5067873,AG Census 1960,,,,,
TLALTIZAPAN,Morelos,,Total,"TLALTIZAPAN, MORELOS",863.8454462,AG Census 1960,,,,,
TLALTIZAPAN,Morelos,,Ejido,"TLALTIZAPAN, MORELOS",898.1481481,AG Census 1960,,,,,
TLALTIZAPAN,Morelos,,Small,"TLALTIZAPAN, MORELOS",900,AG Census 1960,,,,,
TLAYACAPAN,Morelos,,Large,"TLAYACAPAN, MORELOS",788.9908257,AG Census 1960,,,,,
TLAYACAPAN,Morelos,,Ejido,"TLAYACAPAN, MORELOS",829.9319728,AG Census 1960,,,,,
TLAYACAPAN,Morelos,,Total,"TLAYACAPAN, MORELOS",849.5475113,AG Census 1960,,,,,
TLAYACAPAN,Morelos,,Small,"TLAYACAPAN, MORELOS",895.2095808,AG Census 1960,,,,,
TOTOLAPAN,Morelos,,Large,"TOTOLAPAN, MORELOS",709.9236641,AG Census 1960,,,,,
TOTOLAPAN,Morelos,,Ejido,"TOTOLAPAN, MORELOS",735.3233831,AG Census 1960,,,,,
TOTOLAPAN,Morelos,,Total,"TOTOLAPAN, MORELOS",763.4749524,AG Census 1960,,,,,
TOTOLAPAN,Morelos,,Small,"TOTOLAPAN, MORELOS",1039.106145,AG Census 1960,,,,,
XOCHITEPEC,Morelos,,Large,"XOCHITEPEC, MORELOS",795.1807229,AG Census 1960,,,,,
XOCHITEPEC,Morelos,,Ejido,"XOCHITEPEC, MORELOS",855.9411146,AG Census 1960,,,,,
XOCHITEPEC,Morelos,,Total,"XOCHITEPEC, MORELOS",855.9633028,AG Census 1960,,,,,
XOCHITEPEC,Morelos,,Small,"XOCHITEPEC, MORELOS",946.4285714,AG Census 1960,,,,,
YAUTEPEC,Morelos,,Ejido,"YAUTEPEC, MORELOS",856.3106796,AG Census 1960,,,,,
YAUTEPEC,Morelos,,Total,"YAUTEPEC, MORELOS",914.0474663,AG Census 1960,,,,,
YAUTEPEC,Morelos,,Large,"YAUTEPEC, MORELOS",967.5925926,AG Census 1960,,,,,
YAUTEPEC,Morelos,,Small,"YAUTEPEC, MORELOS",1067.092652,AG Census 1960,,,,,
YECAPIXTLA,Morelos,,Small,"YECAPIXTLA, MORELOS",588.7323944,AG Census 1960,,,,,
YECAPIXTLA,Morelos,,Large,"YECAPIXTLA, MORELOS",774.122807,AG Census 1960,,,,,
YECAPIXTLA,Morelos,,Total,"YECAPIXTLA, MORELOS",784.5509539,AG Census 1960,,,,,
YECAPIXTLA,Morelos,,Ejido,"YECAPIXTLA, MORELOS",840.0597907,AG Census 1960,,,,,
ZACUALPAN DE AMILPAS,Morelos,,Large,"ZACUALPAN DE AMILPAS, MORELOS",785.7142857,AG Census 1960,,,,,
ZACUALPAN DE AMILPAS,Morelos,,Ejido,"ZACUALPAN DE AMILPAS, MORELOS",845.9512837,AG Census 1960,,,,,
ZACUALPAN DE AMILPAS,Morelos,,Total,"ZACUALPAN DE AMILPAS, MORELOS",849.737915,AG Census 1960,,,,,
ZACUALPAN DE AMILPAS,Morelos,,Small,"ZACUALPAN DE AMILPAS, MORELOS",885.8695652,AG Census 1960,,,,,
ACAJETE,Puebla,,Large,"ACAJETE, PUEBLA",745.6242707,AG Census 1960,,,,,
ACAJETE,Puebla,,Small,"ACAJETE, PUEBLA",811.1992071,AG Census 1960,,,,,
ACAJETE,Puebla,,Total,"ACAJETE, PUEBLA",829.0542311,AG Census 1960,,,,,
ACAJETE,Puebla,,Ejido,"ACAJETE, PUEBLA",851.6495062,AG Census 1960,,,,,
ACATZINGO,Puebla,,Ejido,"ACATZINGO, PUEBLA",802.2886205,AG Census 1960,,,,,
ACATZINGO,Puebla,,Total,"ACATZINGO, PUEBLA",820.7118516,AG Census 1960,,,,,
ACATZINGO,Puebla,,Large,"ACATZINGO, PUEBLA",834.625323,AG Census 1960,,,,,
ACATZINGO,Puebla,,Small,"ACATZINGO, PUEBLA",863.5897436,AG Census 1960,,,,,
ACTEOPAN,Puebla,,Small,"ACTEOPAN, PUEBLA",688.2352941,AG Census 1960,,,,,
ACTEOPAN,Puebla,,Ejido,"ACTEOPAN, PUEBLA",700,AG Census 1960,,,,,
ACTEOPAN,Puebla,,Total,"ACTEOPAN, PUEBLA",703.0965392,AG Census 1960,,,,,
ACTEOPAN,Puebla,,Large,"ACTEOPAN, PUEBLA",794.8717949,AG Census 1960,,,,,
AMOZOC,Puebla,,Large,"AMOZOC, PUEBLA",884.2173351,AG Census 1960,,,,,
AMOZOC,Puebla,,Ejido,"AMOZOC, PUEBLA",945.5012853,AG Census 1960,,,,,
AMOZOC,Puebla,,Total,"AMOZOC, PUEBLA",1013.488276,AG Census 1960,,,,,
AMOZOC,Puebla,,Small,"AMOZOC, PUEBLA",1263.554217,AG Census 1960,,,,,
ATLIXCO,Puebla,,Small,"ATLIXCO, PUEBLA",849.6296296,AG Census 1960,,,,,
ATLIXCO,Puebla,,Large,"ATLIXCO, PUEBLA",1033.330994,AG Census 1960,,,,,
ATLIXCO,Puebla,,Total,"ATLIXCO, PUEBLA",1041.275797,AG Census 1960,,,,,
ATLIXCO,Puebla,,Ejido,"ATLIXCO, PUEBLA",1144.96794,AG Census 1960,,,,,
ATOYATEMPAN,Puebla,,Large,"ATOYATEMPAN, PUEBLA",897.4358974,AG Census 1960,,,,,
ATOYATEMPAN,Puebla,,Ejido,"ATOYATEMPAN, PUEBLA",990.9090909,AG Census 1960,,,,,
ATOYATEMPAN,Puebla,,Total,"ATOYATEMPAN, PUEBLA",1072.727273,AG Census 1960,,,,,
ATOYATEMPAN,Puebla,,Small,"ATOYATEMPAN, PUEBLA",1177.966102,AG Census 1960,,,,,
ATZITZIHUACAN,Puebla,,Ejido,"ATZITZIHUACAN, PUEBLA",761.4314115,AG Census 1960,,,,,
ATZITZIHUACAN,Puebla,,Large,"ATZITZIHUACAN, PUEBLA",764.7058824,AG Census 1960,,,,,
ATZITZIHUACAN,Puebla,,Total,"ATZITZIHUACAN, PUEBLA",825,AG Census 1960,,,,,
ATZITZIHUACAN,Puebla,,Small,"ATZITZIHUACAN, PUEBLA",935,AG Census 1960,,,,,
CALPAN,Puebla,,Ejido,"CALPAN, PUEBLA",744.2588727,AG Census 1960,,,,,
CALPAN,Puebla,,Total,"CALPAN, PUEBLA",865.0519031,AG Census 1960,,,,,
CALPAN,Puebla,,Small,"CALPAN, PUEBLA",973.3840304,AG Census 1960,,,,,
CALPAN,Puebla,,Large,"CALPAN, PUEBLA",1000,AG Census 1960,,,,,
