ORD,Location,State,Region,INCLUDE,Size,NOM,Harvested_ha,Fallow_ha,Maize1960_ha,Maize1960_kg,MaizeIrr1960_ha,Maize1960_t,Maize1960_kgha,Fert_ha,Properties,Properties_ha,Cultiv_ha,Irrigated_ha,Humedad_ha,Temporal_ha,FPA_ha,Pasture_ha,Forest_ha,UncultivArable_ha,Inarable_ha
2150,TEPOZTLAN,Morelos,,TRUE,Large,"TEPOZTLAN, MORELOS",440,11,404,283000,32,283,700.4950495,32,,,0,,,,,,,,
2151,TEPOZTLAN,Morelos,,TRUE,Small,"TEPOZTLAN, MORELOS",949,0,941,962000,2,962,1022.316684,0,,,0,,,,,,,,
2152,TEPOZTLAN,Morelos,,TRUE,Ejido,"TEPOZTLAN, MORELOS",349,3,348,280000,0,280,804.5977011,36,,,0,,,,,,,,
2153,TETECALA,Morelos,,TRUE,Total,"TETECALA, MORELOS",1072,189,564,514000,187,514,911.3475177,119,,,0,,,,,,,,
2154,TETECALA,Morelos,,TRUE,Large,"TETECALA, MORELOS",540,189,371,309000,147,309,832.884097,87,,,0,,,,,,,,
2155,TETECALA,Morelos,,TRUE,Small,"TETECALA, MORELOS",216,0,82,118000,40,118,1439.02439,0,,,0,,,,,,,,
2156,TETECALA,Morelos,,TRUE,Ejido,"TETECALA, MORELOS",316,0,111,87000,0,87,783.7837838,32,,,0,,,,,,,,
2157,TETELA DEL VOLCAN,Morelos,,TRUE,Total,"TETELA DEL VOLCAN, MORELOS",1707,282,1445,1156000,31,1156,800,10,,,0,,,,,,,,
2158,TETELA DEL VOLCAN,Morelos,,TRUE,Large,"TETELA DEL VOLCAN, MORELOS",660,12,624,451000,7,451,722.7564103,1,,,0,,,,,,,,
2159,TETELA DEL VOLCAN,Morelos,,TRUE,Small,"TETELA DEL VOLCAN, MORELOS",196,0,186,140000,24,140,752.688172,0,,,0,,,,,,,,
2160,TETELA DEL VOLCAN,Morelos,,TRUE,Ejido,"TETELA DEL VOLCAN, MORELOS",851,270,635,565000,0,565,889.7637795,9,,,0,,,,,,,,
2161,TLALNEPANTLA,Morelos,,TRUE,Total,"TLALNEPANTLA, MORELOS",1236,404,893,634000,0,634,709.9664054,121,,,0,,,,,,,,
2162,TLALNEPANTLA,Morelos,,TRUE,Large,"TLALNEPANTLA, MORELOS",450,285,300,214000,0,214,713.3333333,121,,,0,,,,,,,,
2163,TLALNEPANTLA,Morelos,,TRUE,Small,"TLALNEPANTLA, MORELOS",419,0,397,248000,0,248,624.6851385,0,,,0,,,,,,,,
2164,TLALNEPANTLA,Morelos,,TRUE,Ejido,"TLALNEPANTLA, MORELOS",367,119,196,172000,0,172,877.5510204,0,,,0,,,,,,,,
2165,TLALTIZAPAN,Morelos,,TRUE,Total,"TLALTIZAPAN, MORELOS",3524,377,1087,939000,35,939,863.8454462,1586,,,0,,,,,,,,
2166,TLALTIZAPAN,Morelos,,TRUE,Large,"TLALTIZAPAN, MORELOS",717,132,221,161000,7,161,728.5067873,377,,,0,,,,,,,,
2167,TLALTIZAPAN,Morelos,,TRUE,Small,"TLALTIZAPAN, MORELOS",390,0,110,99000,15,99,900,0,,,0,,,,,,,,
2168,TLALTIZAPAN,Morelos,,TRUE,Ejido,"TLALTIZAPAN, MORELOS",2417,245,756,679000,13,679,898.1481481,1209,,,0,,,,,,,,
2169,TLAQUILTENANGO,Morelos,,FALSE,Total,"TLAQUILTENANGO, MORELOS",1622,785,848,804000,52,804,948.1132075,145,,,0,,,,,,,,
2170,TLAQUILTENANGO,Morelos,,FALSE,Large,"TLAQUILTENANGO, MORELOS",232,20,73,62000,19,62,849.3150685,56,,,0,,,,,,,,
2171,TLAQUILTENANGO,Morelos,,FALSE,Small,"TLAQUILTENANGO, MORELOS",278,0,112,128000,15,128,1142.857143,0,,,0,,,,,,,,
2172,TLAQUILTENANGO,Morelos,,FALSE,Ejido,"TLAQUILTENANGO, MORELOS",1112,765,663,614000,18,614,926.0935143,89,,,0,,,,,,,,
2173,TLAYACAPAN,Morelos,,TRUE,Total,"TLAYACAPAN, MORELOS",1468,52,884,751000,13,751,849.5475113,911,,,0,,,,,,,,
2174,TLAYACAPAN,Morelos,,TRUE,Large,"TLAYACAPAN, MORELOS",122,52,109,86000,0,86,788.9908257,16,,,0,,,,,,,,
2175,TLAYACAPAN,Morelos,,TRUE,Small,"TLAYACAPAN, MORELOS",415,0,334,299000,0,299,895.2095808,0,,,0,,,,,,,,
2176,TLAYACAPAN,Morelos,,TRUE,Ejido,"TLAYACAPAN, MORELOS",931,0,441,366000,13,366,829.9319728,895,,,0,,,,,,,,
2177,TOTOLAPAN,Morelos,,TRUE,Total,"TOTOLAPAN, MORELOS",2056,68,1577,1204000,0,1204,763.4749524,248,,,0,,,,,,,,
2178,TOTOLAPAN,Morelos,,TRUE,Large,"TOTOLAPAN, MORELOS",527,68,393,279000,0,279,709.9236641,73,,,0,,,,,,,,
2179,TOTOLAPAN,Morelos,,TRUE,Small,"TOTOLAPAN, MORELOS",215,0,179,186000,0,186,1039.106145,0,,,0,,,,,,,,
2180,TOTOLAPAN,Morelos,,TRUE,Ejido,"TOTOLAPAN, MORELOS",1314,0,1005,739000,0,739,735.3233831,175,,,0,,,,,,,,
2181,XOCHITEPEC,Morelos,,TRUE,Total,"XOCHITEPEC, MORELOS",3110,21,1090,933000,677,933,855.9633028,566,,,0,,,,,,,,
2182,XOCHITEPEC,Morelos,,TRUE,Large,"XOCHITEPEC, MORELOS",240,21,83,66000,13,66,795.1807229,26,,,0,,,,,,,,
2183,XOCHITEPEC,Morelos,,TRUE,Small,"XOCHITEPEC, MORELOS",134,0,56,53000,27,53,946.4285714,0,,,0,,,,,,,,
2184,XOCHITEPEC,Morelos,,TRUE,Ejido,"XOCHITEPEC, MORELOS",2736,0,951,814000,637,814,855.9411146,540,,,0,,,,,,,,
2185,YAUTEPEC,Morelos,,TRUE,Total,"YAUTEPEC, MORELOS",5048,158,1559,1425000,656,1425,914.0474663,1630,,,0,,,,,,,,
2186,YAUTEPEC,Morelos,,TRUE,Large,"YAUTEPEC, MORELOS",408,58,216,209000,28,209,967.5925926,305,,,0,,,,,,,,
2187,YAUTEPEC,Morelos,,TRUE,Small,"YAUTEPEC, MORELOS",713,0,313,334000,24,334,1067.092652,0,,,0,,,,,,,,
2188,YAUTEPEC,Morelos,,TRUE,Ejido,"YAUTEPEC, MORELOS",3927,100,1030,882000,604,882,856.3106796,1325,,,0,,,,,,,,
2189,YECAPIXTLA,Morelos,,TRUE,Total,"YECAPIXTLA, MORELOS",2443,562,2149,1686000,7,1686,784.5509539,513,,,0,,,,,,,,
2190,YECAPIXTLA,Morelos,,TRUE,Large,"YECAPIXTLA, MORELOS",519,359,456,353000,0,353,774.122807,95,,,0,,,,,,,,
2191,YECAPIXTLA,Morelos,,TRUE,Small,"YECAPIXTLA, MORELOS",469,0,355,209000,2,209,588.7323944,0,,,0,,,,,,,,
2192,YECAPIXTLA,Morelos,,TRUE,Ejido,"YECAPIXTLA, MORELOS",1455,203,1338,1124000,5,1124,840.0597907,418,,,0,,,,,,,,
2193,ZACATEPEC,Morelos,,FALSE,Total,"ZACATEPEC, MORELOS",642,95,254,227000,13,227,893.7007874,288,,,0,,,,,,,,
2194,ZACATEPEC,Morelos,,FALSE,Large,"ZACATEPEC, MORELOS",25,0,0,0,0,0,,25,,,0,,,,,,,,
2195,ZACATEPEC,Morelos,,FALSE,Small,"ZACATEPEC, MORELOS",38,0,119,108000,13,108,907.5630252,0,,,0,,,,,,,,
2196,ZACATEPEC,Morelos,,FALSE,Ejido,"ZACATEPEC, MORELOS",579,95,135,119000,0,119,881.4814815,263,,,0,,,,,,,,
2197,ZACUALPAN DE AMILPAS,Morelos,,TRUE,Total,"ZACUALPAN DE AMILPAS, MORELOS",2837,787,1717,1459000,15,1459,849.737915,885,,,0,,,,,,,,
2198,ZACUALPAN DE AMILPAS,Morelos,,TRUE,Large,"ZACUALPAN DE AMILPAS, MORELOS",14,7,14,11000,0,11,785.7142857,1,,,0,,,,,,,,
2199,ZACUALPAN DE AMILPAS,Morelos,,TRUE,Small,"ZACUALPAN DE AMILPAS, MORELOS",256,0,184,163000,15,163,885.8695652,0,,,0,,,,,,,,
2200,ZACUALPAN DE AMILPAS,Morelos,,TRUE,Ejido,"ZACUALPAN DE AMILPAS, MORELOS",2567,780,1519,1285000,0,1285,845.9512837,884,,,0,,,,,,,,
2201,CENTRO,Oaxaca,,FALSE,Total,"CENTRO, OAXACA",11552,334,10837,8898000,888,8898,821.0759435,624,,,0,,,,,,,,
2202,CENTRO,Oaxaca,,FALSE,Large,"CENTRO, OAXACA",1934,192,1399,994000,214,994,710.5075054,228,,,0,,,,,,,,
2203,CENTRO,Oaxaca,,FALSE,Small,"CENTRO, OAXACA",4869,0,4690,3468000,501,3468,739.445629,0,,,0,,,,,,,,
2204,CENTRO,Oaxaca,,FALSE,Ejido,"CENTRO, OAXACA",4749,142,4748,4436000,173,4436,934.2881213,396,,,0,,,,,,,,
2205,COIXTLAHUACA,Oaxaca,,FALSE,Total,"COIXTLAHUACA, OAXACA",2991,517,2012,1183000,45,1183,587.972167,16,,,0,,,,,,,,
2206,COIXTLAHUACA,Oaxaca,,FALSE,Large,"COIXTLAHUACA, OAXACA",170,517,80,52000,8,52,650,14,,,0,,,,,,,,
2207,COIXTLAHUACA,Oaxaca,,FALSE,Small,"COIXTLAHUACA, OAXACA",2643,0,1809,1038000,0,1038,573.7976783,0,,,0,,,,,,,,
2208,COIXTLAHUACA,Oaxaca,,FALSE,Ejido,"COIXTLAHUACA, OAXACA",178,0,123,93000,37,93,756.097561,2,,,0,,,,,,,,
2209,CUICATLAN,Oaxaca,,FALSE,Total,"CUICATLAN, OAXACA",10041,14805,8309,6158000,696,6158,741.1240823,181,,,0,,,,,,,,
2210,CUICATLAN,Oaxaca,,FALSE,Large,"CUICATLAN, OAXACA",4396,13958,3684,2743000,60,2743,744.5711183,40,,,0,,,,,,,,
2211,CUICATLAN,Oaxaca,,FALSE,Small,"CUICATLAN, OAXACA",3854,0,3073,1804000,404,1804,587.0484868,0,,,0,,,,,,,,
2212,CUICATLAN,Oaxaca,,FALSE,Ejido,"CUICATLAN, OAXACA",1791,847,1552,1611000,232,1611,1038.015464,141,,,0,,,,,,,,
2213,CHOAPAM,Oaxaca,,FALSE,Total,"CHOAPAM, OAXACA",6487,921,5512,4024000,0,4024,730.0435414,88,,,0,,,,,,,,
2214,CHOAPAM,Oaxaca,,FALSE,Large,"CHOAPAM, OAXACA",6116,921,5187,3771000,0,3771,727.0098323,88,,,0,,,,,,,,
2215,CHOAPAM,Oaxaca,,FALSE,Small,"CHOAPAM, OAXACA",15,0,15,8000,0,8,533.3333333,0,,,0,,,,,,,,
2216,CHOAPAM,Oaxaca,,FALSE,Ejido,"CHOAPAM, OAXACA",356,0,310,245000,0,245,790.3225806,0,,,0,,,,,,,,
2217,EJUTLA,Oaxaca,,FALSE,Total,"EJUTLA, OAXACA",12155,163,10907,8021000,95,8021,735.3992849,834,,,0,,,,,,,,
2218,EJUTLA,Oaxaca,,FALSE,Large,"EJUTLA, OAXACA",2241,15,1800,1180000,78,1180,655.5555556,376,,,0,,,,,,,,
2219,EJUTLA,Oaxaca,,FALSE,Small,"EJUTLA, OAXACA",2718,0,2600,1332000,4,1332,512.3076923,0,,,0,,,,,,,,
2220,EJUTLA,Oaxaca,,FALSE,Ejido,"EJUTLA, OAXACA",7196,148,6507,5509000,13,5509,846.6267097,458,,,0,,,,,,,,
2221,ETLA,Oaxaca,,FALSE,Total,"ETLA, OAXACA",11976,426,10731,8013000,1246,8013,746.7151244,929,,,0,,,,,,,,
2222,ETLA,Oaxaca,,FALSE,Large,"ETLA, OAXACA",1957,426,1729,1218000,89,1218,704.4534413,445,,,0,,,,,,,,
2223,ETLA,Oaxaca,,FALSE,Small,"ETLA, OAXACA",6738,0,6335,4046000,975,4046,638.6740331,0,,,0,,,,,,,,
2224,ETLA,Oaxaca,,FALSE,Ejido,"ETLA, OAXACA",3281,0,2667,2749000,182,2749,1030.746157,484,,,0,,,,,,,,
2225,HUAJUAPAN,Oaxaca,,FALSE,Total,"HUAJUAPAN, OAXACA",24591,2663,24911,17018000,3070,17018,683.1520212,790,,,0,,,,,,,,
2226,HUAJUAPAN,Oaxaca,,FALSE,Large,"HUAJUAPAN, OAXACA",10948,2245,11103,8212000,2626,8212,739.6199225,463,,,0,,,,,,,,
2227,HUAJUAPAN,Oaxaca,,FALSE,Small,"HUAJUAPAN, OAXACA",10631,0,10487,5892000,402,5892,561.8384667,0,,,0,,,,,,,,
2228,HUAJUAPAN,Oaxaca,,FALSE,Ejido,"HUAJUAPAN, OAXACA",3012,418,3321,2914000,42,2914,877.4465522,327,,,0,,,,,,,,
2229,IXTLAN,Oaxaca,,FALSE,Total,"IXTLAN, OAXACA",24589,21,16881,10637000,157,10637,630.1166992,130,,,0,,,,,,,,
2230,IXTLAN,Oaxaca,,FALSE,Large,"IXTLAN, OAXACA",16454,21,9985,7063000,18,7063,707.3610416,130,,,0,,,,,,,,
2231,IXTLAN,Oaxaca,,FALSE,Small,"IXTLAN, OAXACA",8135,0,6896,3574000,139,3574,518.2714617,0,,,0,,,,,,,,
2232,IXTLAN,Oaxaca,,FALSE,Ejido,"IXTLAN, OAXACA",0,0,0,0,0,0,,0,,,0,,,,,,,,
2233,JAMILTEPEC,Oaxaca,,FALSE,Total,"JAMILTEPEC, OAXACA",27034,33284,24420,18856000,550,18856,772.1539722,124,,,0,,,,,,,,
2234,JAMILTEPEC,Oaxaca,,FALSE,Large,"JAMILTEPEC, OAXACA",10961,3328,11732,6685000,16,6685,569.8090692,2,,,0,,,,,,,,
2235,JAMILTEPEC,Oaxaca,,FALSE,Small,"JAMILTEPEC, OAXACA",2540,0,1691,1188000,111,1188,702.542874,0,,,0,,,,,,,,
2236,JAMILTEPEC,Oaxaca,,FALSE,Ejido,"JAMILTEPEC, OAXACA",13533,29956,10997,10983000,423,10983,998.7269255,122,,,0,,,,,,,,
2237,JUCHITAN,Oaxaca,,FALSE,Total,"JUCHITAN, OAXACA",73441,6077,64194,47041000,710,47041,732.7943422,1077,,,0,,,,,,,,
2238,JUCHITAN,Oaxaca,,FALSE,Large,"JUCHITAN, OAXACA",48477,5711,42229,29729000,321,29729,703.994885,357,,,0,,,,,,,,
2239,JUCHITAN,Oaxaca,,FALSE,Small,"JUCHITAN, OAXACA",6351,0,5894,3422000,389,3422,580.5904309,0,,,0,,,,,,,,
2240,JUCHITAN,Oaxaca,,FALSE,Ejido,"JUCHITAN, OAXACA",18613,366,16071,13890000,0,13890,864.2897144,720,,,0,,,,,,,,
2241,JUQUILA,Oaxaca,,FALSE,Total,"JUQUILA, OAXACA",10760,4382,9554,8088000,885,8088,846.5564162,391,,,0,,,,,,,,
2242,JUQUILA,Oaxaca,,FALSE,Large,"JUQUILA, OAXACA",9523,4382,8443,7393000,803,7393,875.6366221,391,,,0,,,,,,,,
2243,JUQUILA,Oaxaca,,FALSE,Small,"JUQUILA, OAXACA",1237,0,1111,695000,82,695,625.5625563,0,,,0,,,,,,,,
2244,JUQUILA,Oaxaca,,FALSE,Ejido,"JUQUILA, OAXACA",0,0,0,0,0,0,,0,,,0,,,,,,,,
2245,JUXTLAHUACA,Oaxaca,,FALSE,Total,"JUXTLAHUACA, OAXACA",7010,242,6909,4489000,381,4489,649.7322333,79,,,0,,,,,,,,
2246,JUXTLAHUACA,Oaxaca,,FALSE,Large,"JUXTLAHUACA, OAXACA",2080,100,1989,1712000,229,1712,860.7340372,79,,,0,,,,,,,,
2247,JUXTLAHUACA,Oaxaca,,FALSE,Small,"JUXTLAHUACA, OAXACA",4791,0,4770,2648000,149,2648,555.1362683,0,,,0,,,,,,,,
2248,JUXTLAHUACA,Oaxaca,,FALSE,Ejido,"JUXTLAHUACA, OAXACA",139,142,150,129000,3,129,860,0,,,0,,,,,,,,
2249,MIAHUATLAN,Oaxaca,,FALSE,Total,"MIAHUATLAN, OAXACA",17977,2622,17390,11623000,217,11623,668.3726279,1108,,,0,,,,,,,,
2250,MIAHUATLAN,Oaxaca,,FALSE,Large,"MIAHUATLAN, OAXACA",6861,2622,6602,5307000,54,5307,803.847319,1079,,,0,,,,,,,,
2251,MIAHUATLAN,Oaxaca,,FALSE,Small,"MIAHUATLAN, OAXACA",10127,0,9859,5421000,163,5421,549.8529263,0,,,0,,,,,,,,
2252,MIAHUATLAN,Oaxaca,,FALSE,Ejido,"MIAHUATLAN, OAXACA",989,0,929,895000,0,895,963.401507,29,,,0,,,,,,,,
2253,MIXE,Oaxaca,,FALSE,Total,"MIXE, OAXACA",19026,6012,18081,12758000,43,12758,705.6025662,587,,,0,,,,,,,,
2254,MIXE,Oaxaca,,FALSE,Large,"MIXE, OAXACA",12791,6012,12132,8475000,0,8475,698.5657765,23,,,0,,,,,,,,
2255,MIXE,Oaxaca,,FALSE,Small,"MIXE, OAXACA",4871,0,4647,3106000,43,3106,668.3882074,0,,,0,,,,,,,,
2256,MIXE,Oaxaca,,FALSE,Ejido,"MIXE, OAXACA",1364,0,1302,1177000,0,1177,903.9938556,564,,,0,,,,,,,,
2257,NOCHIXTLAN,Oaxaca,,FALSE,Total,"NOCHIXTLAN, OAXACA",21389,873,13954,9714000,425,9714,696.1444747,293,,,0,,,,,,,,
2258,NOCHIXTLAN,Oaxaca,,FALSE,Large,"NOCHIXTLAN, OAXACA",8489,873,3936,2844000,62,2844,722.5609756,293,,,0,,,,,,,,
2259,NOCHIXTLAN,Oaxaca,,FALSE,Small,"NOCHIXTLAN, OAXACA",12661,0,9764,6603000,301,6603,676.2597296,0,,,0,,,,,,,,
2260,NOCHIXTLAN,Oaxaca,,FALSE,Ejido,"NOCHIXTLAN, OAXACA",239,0,254,267000,62,267,1051.181102,0,,,0,,,,,,,,
2261,OCOTLAN,Oaxaca,,FALSE,Total,"OCOTLAN, OAXACA",10976,774,10412,7013000,34,7013,673.5497503,825,,,0,,,,,,,,
2262,OCOTLAN,Oaxaca,,FALSE,Large,"OCOTLAN, OAXACA",973,32,851,647000,0,647,760.2820212,32,,,0,,,,,,,,
2263,OCOTLAN,Oaxaca,,FALSE,Small,"OCOTLAN, OAXACA",6448,0,6347,3827000,22,3827,602.9620293,0,,,0,,,,,,,,
2264,OCOTLAN,Oaxaca,,FALSE,Ejido,"OCOTLAN, OAXACA",3555,742,3214,2539000,12,2539,789.9813317,793,,,0,,,,,,,,
2265,POCHUTLA,Oaxaca,,FALSE,Total,"POCHUTLA, OAXACA",19417,269,12276,9679000,73,9679,788.4490062,322,,,0,,,,,,,,
2266,POCHUTLA,Oaxaca,,FALSE,Large,"POCHUTLA, OAXACA",11564,269,4896,3779000,64,3779,771.8545752,322,,,0,,,,,,,,
2267,POCHUTLA,Oaxaca,,FALSE,Small,"POCHUTLA, OAXACA",7853,0,7380,5900000,9,5900,799.4579946,0,,,0,,,,,,,,
2268,POCHUTLA,Oaxaca,,FALSE,Ejido,"POCHUTLA, OAXACA",0,0,0,0,0,0,,0,,,0,,,,,,,,
2269,PUTLA,Oaxaca,,FALSE,Total,"PUTLA, OAXACA",7954,1938,7704,7171000,2717,7171,930.815161,454,,,0,,,,,,,,
2270,PUTLA,Oaxaca,,FALSE,Large,"PUTLA, OAXACA",2888,635,2576,2069000,575,2069,803.1832298,17,,,0,,,,,,,,
2271,PUTLA,Oaxaca,,FALSE,Small,"PUTLA, OAXACA",2164,0,2063,1453000,413,1453,704.3141057,0,,,0,,,,,,,,
2272,PUTLA,Oaxaca,,FALSE,Ejido,"PUTLA, OAXACA",2902,1303,3065,3649000,1729,3649,1190.538336,437,,,0,,,,,,,,
2273,SILACAYOAPAM,Oaxaca,,FALSE,Total,"SILACAYOAPAM, OAXACA",13037,163,12939,9603000,253,9603,742.1748203,855,,,0,,,,,,,,
2274,SILACAYOAPAM,Oaxaca,,FALSE,Large,"SILACAYOAPAM, OAXACA",7040,163,6994,5862000,153,5862,838.1469831,855,,,0,,,,,,,,
2275,SILACAYOAPAM,Oaxaca,,FALSE,Small,"SILACAYOAPAM, OAXACA",4380,0,4364,2337000,12,2337,535.5178735,0,,,0,,,,,,,,
2276,SILACAYOAPAM,Oaxaca,,FALSE,Ejido,"SILACAYOAPAM, OAXACA",1617,0,1581,1404000,88,1404,888.0455408,0,,,0,,,,,,,,
2277,SOLA DE VEGA,Oaxaca,,FALSE,Total,"SOLA DE VEGA, OAXACA",9075,7279,8318,7344000,455,7344,882.9045444,304,,,0,,,,,,,,
2278,SOLA DE VEGA,Oaxaca,,FALSE,Large,"SOLA DE VEGA, OAXACA",4342,7279,3886,3372000,47,3372,867.7303139,75,,,0,,,,,,,,
2279,SOLA DE VEGA,Oaxaca,,FALSE,Small,"SOLA DE VEGA, OAXACA",3942,0,3676,3380000,408,3380,919.4776931,0,,,0,,,,,,,,
2280,SOLA DE VEGA,Oaxaca,,FALSE,Ejido,"SOLA DE VEGA, OAXACA",791,0,756,592000,0,592,783.0687831,229,,,0,,,,,,,,
2281,TEHUANTEPEC,Oaxaca,,FALSE,Total,"TEHUANTEPEC, OAXACA",58007,485,52054,38918000,4122,38918,747.6466746,192,,,0,,,,,,,,
2282,TEHUANTEPEC,Oaxaca,,FALSE,Large,"TEHUANTEPEC, OAXACA",46495,385,43367,30969000,2435,30969,714.1144188,177,,,0,,,,,,,,
2283,TEHUANTEPEC,Oaxaca,,FALSE,Small,"TEHUANTEPEC, OAXACA",7755,0,5858,4838000,1687,4838,825.8791396,0,,,0,,,,,,,,
2284,TEHUANTEPEC,Oaxaca,,FALSE,Ejido,"TEHUANTEPEC, OAXACA",3757,100,2829,3111000,0,3111,1099.681866,15,,,0,,,,,,,,
2285,TEOTITLAN,Oaxaca,,FALSE,Total,"TEOTITLAN, OAXACA",10878,5454,9784,6828000,434,6828,697.8740801,561,,,0,,,,,,,,
2286,TEOTITLAN,Oaxaca,,FALSE,Large,"TEOTITLAN, OAXACA",3551,5454,3167,2172000,115,2172,685.822545,535,,,0,,,,,,,,
2287,TEOTITLAN,Oaxaca,,FALSE,Small,"TEOTITLAN, OAXACA",6648,0,6092,4089000,319,4089,671.2081418,0,,,0,,,,,,,,
2288,TEOTITLAN,Oaxaca,,FALSE,Ejido,"TEOTITLAN, OAXACA",679,0,525,567000,0,567,1080,26,,,0,,,,,,,,
2289,TEPOSCOLULA,Oaxaca,,FALSE,Total,"TEPOSCOLULA, OAXACA",10962,144,10043,6779000,620,6779,674.9975107,617,,,0,,,,,,,,
2290,TEPOSCOLULA,Oaxaca,,FALSE,Large,"TEPOSCOLULA, OAXACA",4273,144,4185,3449000,47,3449,824.1338112,617,,,0,,,,,,,,
2291,TEPOSCOLULA,Oaxaca,,FALSE,Small,"TEPOSCOLULA, OAXACA",6689,0,5858,3330000,573,3330,568.4533971,0,,,0,,,,,,,,
2292,TEPOSCOLULA,Oaxaca,,FALSE,Ejido,"TEPOSCOLULA, OAXACA",0,0,0,0,0,0,,0,,,0,,,,,,,,
2293,TLACOLULA,Oaxaca,,FALSE,Total,"TLACOLULA, OAXACA",17757,205,16234,10828000,684,10828,666.9951953,365,,,0,,,,,,,,
2294,TLACOLULA,Oaxaca,,FALSE,Large,"TLACOLULA, OAXACA",3240,71,2775,2119000,177,2119,763.6036036,200,,,0,,,,,,,,
2295,TLACOLULA,Oaxaca,,FALSE,Small,"TLACOLULA, OAXACA",11408,0,10580,5836000,423,5836,551.6068053,0,,,0,,,,,,,,
2296,TLACOLULA,Oaxaca,,FALSE,Ejido,"TLACOLULA, OAXACA",3109,134,2879,2873000,84,2873,997.915943,165,,,0,,,,,,,,
2297,TLAXIACO,Oaxaca,,FALSE,Total,"TLAXIACO, OAXACA",37357,185,33794,27325000,3013,27325,808.5754868,562,,,0,,,,,,,,
2298,TLAXIACO,Oaxaca,,FALSE,Large,"TLAXIACO, OAXACA",14785,155,14357,11021000,745,11021,767.639479,495,,,0,,,,,,,,
2299,TLAXIACO,Oaxaca,,FALSE,Small,"TLAXIACO, OAXACA",22122,0,19066,15918000,2238,15918,834.8893318,0,,,0,,,,,,,,
2300,TLAXIACO,Oaxaca,,FALSE,Ejido,"TLAXIACO, OAXACA",450,30,371,386000,30,386,1040.431267,67,,,0,,,,,,,,
2301,TUXTEPEC,Oaxaca,,FALSE,Total,"TUXTEPEC, OAXACA",45458,21311,28875,28179000,2,28179,975.8961039,5468,,,0,,,,,,,,
2302,TUXTEPEC,Oaxaca,,FALSE,Large,"TUXTEPEC, OAXACA",12633,3550,6257,4546000,0,4546,726.5462682,3041,,,0,,,,,,,,
2303,TUXTEPEC,Oaxaca,,FALSE,Small,"TUXTEPEC, OAXACA",890,0,595,505000,2,505,848.7394958,0,,,0,,,,,,,,
2304,TUXTEPEC,Oaxaca,,FALSE,Ejido,"TUXTEPEC, OAXACA",31935,17761,22023,23128000,0,23128,1050.174817,2427,,,0,,,,,,,,
2305,VILLA ALTA,Oaxaca,,FALSE,Total,"VILLA ALTA, OAXACA",37903,42,26814,23303000,19,23303,869.0609383,297,,,0,,,,,,,,
2306,VILLA ALTA,Oaxaca,,FALSE,Large,"VILLA ALTA, OAXACA",32861,42,22030,19237000,4,19237,873.2183386,297,,,0,,,,,,,,
2307,VILLA ALTA,Oaxaca,,FALSE,Small,"VILLA ALTA, OAXACA",5042,0,4784,4066000,15,4066,849.916388,0,,,0,,,,,,,,
2308,VILLA ALTA,Oaxaca,,FALSE,Ejido,"VILLA ALTA, OAXACA",0,0,0,0,0,0,,0,,,0,,,,,,,,
2309,YAUTEPEC,Oaxaca,,FALSE,Total,"YAUTEPEC, OAXACA",9571,62,9463,6935000,900,6935,732.8542745,63,,,0,,,,,,,,
2310,YAUTEPEC,Oaxaca,,FALSE,Large,"YAUTEPEC, OAXACA",5332,62,5388,3661000,652,3661,679.4729027,7,,,0,,,,,,,,
2311,YAUTEPEC,Oaxaca,,FALSE,Small,"YAUTEPEC, OAXACA",3888,0,3791,2988000,220,2988,788.1825376,0,,,0,,,,,,,,
2312,YAUTEPEC,Oaxaca,,FALSE,Ejido,"YAUTEPEC, OAXACA",351,0,284,286000,28,286,1007.042254,56,,,0,,,,,,,,
2313,ZAACHILA,Oaxaca,,FALSE,Total,"ZAACHILA, OAXACA",4362,11,3467,2788000,100,2788,804.1534468,896,,,0,,,,,,,,
2314,ZAACHILA,Oaxaca,,FALSE,Large,"ZAACHILA, OAXACA",461,11,427,320000,55,320,749.4145199,7,,,0,,,,,,,,
2315,ZAACHILA,Oaxaca,,FALSE,Small,"ZAACHILA, OAXACA",2527,0,2400,1828000,45,1828,761.6666667,0,,,0,,,,,,,,
2316,ZAACHILA,Oaxaca,,FALSE,Ejido,"ZAACHILA, OAXACA",1374,0,640,640000,0,640,1000,889,,,0,,,,,,,,
2317,ZIMATLAN,Oaxaca,,FALSE,Total,"ZIMATLAN, OAXACA",7251,9,6901,5740000,213,5740,831.7635125,1098,,,0,,,,,,,,
2318,ZIMATLAN,Oaxaca,,FALSE,Large,"ZIMATLAN, OAXACA",1370,9,1466,941000,11,941,641.8826739,243,,,0,,,,,,,,
2319,ZIMATLAN,Oaxaca,,FALSE,Small,"ZIMATLAN, OAXACA",3432,0,3233,2753000,202,2753,851.5310857,0,,,0,,,,,,,,
2320,ZIMATLAN,Oaxaca,,FALSE,Ejido,"ZIMATLAN, OAXACA",2449,0,2202,2046000,0,2046,929.1553134,855,,,0,,,,,,,,
2321,ACAJETE,Puebla,,TRUE,Total,"ACAJETE, PUEBLA",8047,1629,7634,6329000,0,6329,829.0542311,1747,,,0,,,,,,,,
2322,ACAJETE,Puebla,,TRUE,Large,"ACAJETE, PUEBLA",1029,25,857,639000,0,639,745.6242707,347,,,0,,,,,,,,
