ORD,Location,State,Region,INCLUDE,Size,NOM,Harvested_ha,Fallow_ha,Maize1960_ha,Maize1960_kg,MaizeIrr1960_ha,Maize1960_t,Maize1960_kgha,Fert_ha,Properties,Properties_ha,Cultiv_ha,Irrigated_ha,Humedad_ha,Temporal_ha,FPA_ha,Pasture_ha,Forest_ha,UncultivArable_ha,Inarable_ha
857,TEMASCALCINGO,Mexico,N TOL,TRUE,Total,"TEMASCALCINGO, MEXICO",5390,584,3070,2862000,454,2862,932.247557,925,690,22707,7591,2071,106,5365,49,4308,10009,422,377
858,TEMASCALCINGO,Mexico,N TOL,TRUE,Large,"TEMASCALCINGO, MEXICO",713,162,436,500000,218,500,1146.788991,226,53,2223,953,391,42,498,22,319,871,0,80
859,TEMASCALCINGO,Mexico,N TOL,TRUE,Small,"TEMASCALCINGO, MEXICO",504,10,515,614000,16,614,1192.23301,0,620,521,514,19,44,451,0,7,0,0,0
860,TEMASCALCINGO,Mexico,N TOL,TRUE,Ejido,"TEMASCALCINGO, MEXICO",4173,412,2119,1748000,220,1748,824.9174139,699,17,19963,6124,1661,20,4416,27,3982,9138,422,297
861,TEMASCALTEPEC,Mexico,WEST TOLUCA,FALSE,Total,"TEMASCALTEPEC, MEXICO",3280,137,1872,1402000,581,1402,748.9316239,1209,877,34796,5420,1332,46,3973,69,6220,19976,74,3106
862,TEMASCALTEPEC,Mexico,WEST TOLUCA,FALSE,Large,"TEMASCALTEPEC, MEXICO",538,54,456,373000,358,373,817.9824561,415,81,3674,929,400,46,453,30,181,1925,34,605
863,TEMASCALTEPEC,Mexico,WEST TOLUCA,FALSE,Small,"TEMASCALTEPEC, MEXICO",490,0,457,505000,213,505,1105.032823,0,777,707,703,321,0,362,20,3,0,0,1
864,TEMASCALTEPEC,Mexico,WEST TOLUCA,FALSE,Ejido,"TEMASCALTEPEC, MEXICO",2252,83,959,524000,10,524,546.4025026,794,19,30415,3788,611,0,3158,19,6036,18051,40,2500
865,TEMOAYA,Mexico,Toluca,TRUE,Total,"TEMOAYA, MEXICO",5350,0,3750,4196000,2223,4196,1118.933333,750,1842,16305,6320,2648,1,3667,4,5195,2413,24,2353
866,TEMOAYA,Mexico,Toluca,TRUE,Large,"TEMOAYA, MEXICO",689,0,621,513000,414,513,826.0869565,291,80,2062,730,432,0,298,0,1130,101,0,101
867,TEMOAYA,Mexico,Toluca,TRUE,Small,"TEMOAYA, MEXICO",627,0,577,922000,486,922,1597.920277,0,1752,640,628,505,1,122,0,11,1,0,0
868,TEMOAYA,Mexico,Toluca,TRUE,Ejido,"TEMOAYA, MEXICO",4034,0,2552,2761000,1323,2761,1081.896552,459,10,13603,4962,1711,0,3247,4,4054,2311,24,2252
869,TENANCINGO,Mexico,Toluca,TRUE,Total,"TENANCINGO, MEXICO",3092,138,2475,2171000,476,2171,877.1717172,924,2559,10867,4216,797,17,3196,206,189,5511,445,506
870,TENANCINGO,Mexico,Toluca,TRUE,Large,"TENANCINGO, MEXICO",487,138,192,140000,132,140,729.1666667,470,48,2591,770,348,17,352,53,82,1302,0,437
871,TENANCINGO,Mexico,Toluca,TRUE,Small,"TENANCINGO, MEXICO",1110,0,1089,1358000,97,1358,1247.015611,0,2497,1653,1653,193,0,1426,34,0,0,0,0
872,TENANCINGO,Mexico,Toluca,TRUE,Ejido,"TENANCINGO, MEXICO",1495,0,1194,673000,247,673,563.6515913,454,14,6623,1793,256,0,1418,119,107,4209,445,69
873,TENANGO DEL AIRE,Mexico,BOM,TRUE,Total,"TENANGO DEL AIRE, MEXICO",1966,0,1391,1341000,0,1341,964.054637,180,363,3735,2267,0,0,2267,0,658,552,54,204
874,TENANGO DEL AIRE,Mexico,BOM,TRUE,Large,"TENANGO DEL AIRE, MEXICO",430,0,366,454000,0,454,1240.437158,180,31,1389,491,0,0,491,0,638,52,4,204
875,TENANGO DEL AIRE,Mexico,BOM,TRUE,Small,"TENANGO DEL AIRE, MEXICO",335,0,270,275000,0,275,1018.518519,0,328,335,335,0,0,335,0,0,0,0,0
876,TENANGO DEL AIRE,Mexico,BOM,TRUE,Ejido,"TENANGO DEL AIRE, MEXICO",1201,0,755,612000,0,612,810.5960265,0,4,2011,1441,0,0,1441,0,20,500,50,0
877,TENANGO DEL VALLE,Mexico,Toluca,TRUE,Total,"TENANGO DEL VALLE, MEXICO",4130,8,3256,3547000,20,3547,1089.373464,7068,4064,12119,4377,26,441,3898,12,3248,3827,31,634
878,TENANGO DEL VALLE,Mexico,Toluca,TRUE,Large,"TENANGO DEL VALLE, MEXICO",644,8,631,720000,20,720,1141.045959,6351,59,2422,683,27,0,651,5,5,1160,0,574
879,TENANGO DEL VALLE,Mexico,Toluca,TRUE,Small,"TENANGO DEL VALLE, MEXICO",2161,0,2080,2387000,0,2387,1147.596154,0,3997,2171,2166,1,0,2160,5,1,0,0,4
880,TENANGO DEL VALLE,Mexico,Toluca,TRUE,Ejido,"TENANGO DEL VALLE, MEXICO",1325,0,545,440000,0,440,807.3394495,717,8,7526,1530,0,441,1087,2,3242,2667,31,56
881,TEOLOYUCAN,Mexico,BOM,TRUE,Total,"TEOLOYUCAN, MEXICO",1893,29,1482,1488000,927,1488,1004.048583,498,960,3307,2479,1620,26,832,1,121,0,100,607
882,TEOLOYUCAN,Mexico,BOM,TRUE,Large,"TEOLOYUCAN, MEXICO",776,29,447,434000,398,434,970.917226,486,69,1108,1081,809,7,265,0,0,0,4,23
883,TEOLOYUCAN,Mexico,BOM,TRUE,Small,"TEOLOYUCAN, MEXICO",786,0,704,810000,489,810,1150.568182,0,888,1043,1043,771,19,252,1,0,0,0,0
884,TEOLOYUCAN,Mexico,BOM,TRUE,Ejido,"TEOLOYUCAN, MEXICO",331,0,331,244000,40,244,737.1601208,12,3,1156,355,40,0,315,0,121,0,96,584
885,TEOTIHUACAN,Mexico,BOM,TRUE,Total,"TEOTIHUACAN, MEXICO",2506,81,1391,1157000,147,1157,831.7757009,15387,833,6037,3848,714,291,2763,80,1862,0,234,93
886,TEOTIHUACAN,Mexico,BOM,TRUE,Large,"TEOTIHUACAN, MEXICO",1190,81,392,411000,58,411,1048.469388,15387,53,3007,2236,532,247,1407,50,527,0,151,93
887,TEOTIHUACAN,Mexico,BOM,TRUE,Small,"TEOTIHUACAN, MEXICO",497,0,328,246000,13,246,750,0,773,710,640,28,27,558,27,70,0,0,0
888,TEOTIHUACAN,Mexico,BOM,TRUE,Ejido,"TEOTIHUACAN, MEXICO",819,0,671,500000,76,500,745.1564829,0,7,2320,972,154,17,798,3,1265,0,83,0
889,TEPETLAOXTOC,Mexico,BOM,TRUE,Total,"TEPETLAOXTOC, MEXICO",1292,273,803,757000,52,757,942.7148194,273,1056,11845,2203,137,0,2022,44,5226,3740,461,215
890,TEPETLAOXTOC,Mexico,BOM,TRUE,Large,"TEPETLAOXTOC, MEXICO",340,273,171,222000,52,222,1298.245614,255,22,4083,867,136,0,687,44,2563,653,0,0
891,TEPETLAOXTOC,Mexico,BOM,TRUE,Small,"TEPETLAOXTOC, MEXICO",538,0,348,310000,0,310,890.8045977,0,1027,649,645,1,0,644,0,1,0,0,3
892,TEPETLAOXTOC,Mexico,BOM,TRUE,Ejido,"TEPETLAOXTOC, MEXICO",414,0,284,225000,0,225,792.2535211,18,7,7113,691,0,0,691,0,2662,3087,461,212
893,TEPETLIXPA,Mexico,BOM,TRUE,Total,"TEPETLIXPA, MEXICO",1558,103,1346,1265000,4,1265,939.8216939,0,1931,4218,2627,2,0,2509,116,883,295,323,90
894,TEPETLIXPA,Mexico,BOM,TRUE,Large,"TEPETLIXPA, MEXICO",40,0,40,35000,4,35,875,0,34,657,172,2,0,142,28,220,191,3,71
895,TEPETLIXPA,Mexico,BOM,TRUE,Small,"TEPETLIXPA, MEXICO",908,0,859,831000,0,831,967.4039581,0,1894,1524,1493,0,0,1437,56,10,2,0,19
896,TEPETLIXPA,Mexico,BOM,TRUE,Ejido,"TEPETLIXPA, MEXICO",610,103,447,399000,0,399,892.6174497,0,3,2037,962,0,0,930,32,653,102,320,0
897,TEPOTZOTLAN,Mexico,BOM,TRUE,Total,"TEPOTZOTLAN, MEXICO",3324,16,2101,1863000,580,1863,886.7206092,229,1590,14613,3993,1584,128,2066,215,5372,1601,1475,2172
898,TEPOTZOTLAN,Mexico,BOM,TRUE,Large,"TEPOTZOTLAN, MEXICO",1217,16,294,328000,119,328,1115.646259,142,68,4175,1514,778,0,531,205,701,630,0,1330
899,TEPOTZOTLAN,Mexico,BOM,TRUE,Small,"TEPOTZOTLAN, MEXICO",873,0,830,734000,385,734,884.3373494,0,1511,1026,1014,460,7,537,10,0,0,0,12
900,TEPOTZOTLAN,Mexico,BOM,TRUE,Ejido,"TEPOTZOTLAN, MEXICO",1234,0,977,801000,346,801,819.8567042,87,11,9412,1465,346,121,998,0,4671,971,1475,830
901,TEQUIXQUIAC,Mexico,BOM,TRUE,Total,"TEQUIXQUIAC, MEXICO",2096,0,1343,1207000,352,1207,898.7341772,358,478,7645,2713,550,53,2101,9,709,1376,449,2398
902,TEQUIXQUIAC,Mexico,BOM,TRUE,Large,"TEQUIXQUIAC, MEXICO",724,0,532,501000,38,501,941.7293233,131,83,1473,830,74,23,733,0,282,1,0,360
903,TEQUIXQUIAC,Mexico,BOM,TRUE,Small,"TEQUIXQUIAC, MEXICO",372,0,266,280000,32,280,1052.631579,0,393,617,556,83,0,473,0,2,0,0,59
904,TEQUIXQUIAC,Mexico,BOM,TRUE,Ejido,"TEQUIXQUIAC, MEXICO",1000,0,545,426000,282,426,781.6513761,227,2,5555,1327,393,30,895,9,425,1375,449,1979
905,TEXCALTITLAN,Mexico,WEST TOLUCA,FALSE,Total,"TEXCALTITLAN, MEXICO",1240,307,1172,1020000,55,1020,870.3071672,227,722,12589,1651,70,0,1573,8,4507,5270,194,967
906,TEXCALTITLAN,Mexico,WEST TOLUCA,FALSE,Large,"TEXCALTITLAN, MEXICO",142,0,123,114000,7,114,926.8292683,104,15,299,172,19,0,151,2,20,100,0,7
907,TEXCALTITLAN,Mexico,WEST TOLUCA,FALSE,Small,"TEXCALTITLAN, MEXICO",679,0,653,629000,8,629,963.2465544,0,704,744,744,8,0,736,0,0,0,0,0
908,TEXCALTITLAN,Mexico,WEST TOLUCA,FALSE,Ejido,"TEXCALTITLAN, MEXICO",419,307,396,277000,40,277,699.4949495,123,3,11546,735,43,0,686,6,4487,5170,194,960
909,TEXCALYACAC,Mexico,Toluca,TRUE,Total,"TEXCALYACAC, MEXICO",194,0,191,203000,0,203,1062.827225,0,619,205,204,0,0,204,0,0,0,1,0
910,TEXCALYACAC,Mexico,Toluca,TRUE,Large,"TEXCALYACAC, MEXICO",0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
911,TEXCALYACAC,Mexico,Toluca,TRUE,Small,"TEXCALYACAC, MEXICO",194,0,191,203000,0,203,1062.827225,0,619,205,204,0,0,204,0,0,0,1,0
912,TEXCALYACAC,Mexico,Toluca,TRUE,Ejido,"TEXCALYACAC, MEXICO",0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
913,TEXCOCO,Mexico,BOM,TRUE,Total,"TEXCOCO, MEXICO",7451,86,5275,4614000,1066,4614,874.6919431,1244,2001,22455,9939,2876,3,6969,91,7210,4920,8,378
914,TEXCOCO,Mexico,BOM,TRUE,Large,"TEXCOCO, MEXICO",2170,86,523,639000,453,639,1221.797323,998,76,3935,2740,2027,0,647,66,998,100,0,97
915,TEXCOCO,Mexico,BOM,TRUE,Small,"TEXCOCO, MEXICO",1230,0,1094,1086000,303,1086,992.6873857,0,1897,1342,1337,408,1,923,5,5,0,0,0
916,TEXCOCO,Mexico,BOM,TRUE,Ejido,"TEXCOCO, MEXICO",4051,0,3658,2889000,310,2889,789.7758338,246,28,17178,5862,441,2,5399,20,6207,4820,8,281
917,TEZOYUCA,Mexico,BOM,TRUE,Total,"TEZOYUCA, MEXICO",1315,0,1200,1018000,225,1018,848.3333333,50,803,1448,1325,225,0,1095,5,115,0,2,6
918,TEZOYUCA,Mexico,BOM,TRUE,Large,"TEZOYUCA, MEXICO",70,0,70,65000,0,65,928.5714286,0,1,70,70,0,0,70,0,0,0,0,0
919,TEZOYUCA,Mexico,BOM,TRUE,Small,"TEZOYUCA, MEXICO",275,0,167,195000,0,195,1167.664671,0,800,296,280,0,0,280,0,8,0,2,6
920,TEZOYUCA,Mexico,BOM,TRUE,Ejido,"TEZOYUCA, MEXICO",970,0,963,758000,225,758,787.1235722,50,2,1082,975,225,0,745,5,107,0,0,0
921,TIANGUISTENCO,Mexico,Toluca,TRUE,Total,"TIANGUISTENCO, MEXICO",2032,0,1964,1845000,3,1845,939.4093686,389,2388,2718,2491,3,17,2418,53,148,10,44,25
922,TIANGUISTENCO,Mexico,Toluca,TRUE,Large,"TIANGUISTENCO, MEXICO",334,0,267,247000,3,247,925.093633,389,38,664,602,3,0,580,19,29,10,0,23
923,TIANGUISTENCO,Mexico,Toluca,TRUE,Small,"TIANGUISTENCO, MEXICO",1472,0,1471,1372000,0,1372,932.6988443,0,2349,1556,1554,0,0,1520,34,0,0,0,2
924,TIANGUISTENCO,Mexico,Toluca,TRUE,Ejido,"TIANGUISTENCO, MEXICO",226,0,226,226000,0,226,1000,0,1,498,335,0,17,318,0,119,0,44,0
925,TIMILPAN,Mexico,N TOL,TRUE,Total,"TIMILPAN, MEXICO",4255,99,4168,3600000,44,3600,863.7236084,216,1171,16398,5650,63,67,5490,30,8053,1195,660,840
926,TIMILPAN,Mexico,N TOL,TRUE,Large,"TIMILPAN, MEXICO",618,99,618,578000,40,578,935.2750809,216,110,3316,889,55,39,781,14,1754,553,1,119
927,TIMILPAN,Mexico,N TOL,TRUE,Small,"TIMILPAN, MEXICO",690,0,633,586000,4,586,925.7503949,0,1054,1004,953,8,28,901,16,33,0,4,14
928,TIMILPAN,Mexico,N TOL,TRUE,Ejido,"TIMILPAN, MEXICO",2947,0,2917,2436000,0,2436,835.1045595,0,7,12087,3808,0,0,3808,0,6266,642,655,707
929,TLALMANALCO,Mexico,BOM,TRUE,Total,"TLALMANALCO, MEXICO",1858,100,1677,1594000,0,1594,950.5068575,85,770,13672,2318,0,2,2300,16,295,10486,265,308
930,TLALMANALCO,Mexico,BOM,TRUE,Large,"TLALMANALCO, MEXICO",389,95,354,375000,0,375,1059.322034,7,50,1089,548,0,0,540,8,25,373,0,143
931,TLALMANALCO,Mexico,BOM,TRUE,Small,"TLALMANALCO, MEXICO",553,0,531,637000,0,637,1199.623352,0,714,566,561,0,2,551,8,3,0,0,2
932,TLALMANALCO,Mexico,BOM,TRUE,Ejido,"TLALMANALCO, MEXICO",916,5,792,582000,0,582,734.8484848,78,6,12017,1209,0,0,1209,0,267,10113,265,163
933,TLALNEPANTLA DE BAZ,Mexico,BOM,TRUE,Total,"TLALNEPANTLA DE BAZ, MEXICO",1915,33,811,683000,201,683,842.1701603,206,665,6496,2513,596,4,1752,161,2567,9,117,1290
934,TLALNEPANTLA DE BAZ,Mexico,BOM,TRUE,Large,"TLALNEPANTLA DE BAZ, MEXICO",1115,33,147,139000,103,139,945.5782313,128,69,2939,1555,426,2,972,155,970,0,16,398
935,TLALNEPANTLA DE BAZ,Mexico,BOM,TRUE,Small,"TLALNEPANTLA DE BAZ, MEXICO",83,0,60,61000,4,61,1016.666667,0,582,233,224,26,2,190,6,5,0,0,4
936,TLALNEPANTLA DE BAZ,Mexico,BOM,TRUE,Ejido,"TLALNEPANTLA DE BAZ, MEXICO",717,0,604,483000,94,483,799.6688742,78,14,3324,734,144,0,590,0,1592,9,101,888
937,TLATLAYA,Mexico,WEST TOLUCA,FALSE,Total,"TLATLAYA, MEXICO",6371,4485,5323,5403000,755,5403,1015.029119,851,533,60905,30124,1143,625,28209,147,15448,5647,6420,3266
938,TLATLAYA,Mexico,WEST TOLUCA,FALSE,Large,"TLATLAYA, MEXICO",2832,2092,2665,3043000,51,3043,1141.838649,851,402,21156,13563,134,324,13093,12,3318,2460,13,1802
939,TLATLAYA,Mexico,WEST TOLUCA,FALSE,Small,"TLATLAYA, MEXICO",44,0,39,32000,1,32,820.5128205,0,117,215,215,9,1,147,58,0,0,0,0
940,TLATLAYA,Mexico,WEST TOLUCA,FALSE,Ejido,"TLATLAYA, MEXICO",3495,2393,2619,2328000,703,2328,888.8888889,0,14,39534,16346,1000,300,14969,77,12130,3187,6407,1464
941,TOLUCA,Mexico,Toluca,TRUE,Total,"TOLUCA, MEXICO",14566,49,13135,12647000,888,12647,962.8473544,1969,6967,29409,18740,971,2159,15558,52,5797,596,1062,3214
942,TOLUCA,Mexico,Toluca,TRUE,Large,"TOLUCA, MEXICO",3603,49,2554,2997000,759,2997,1173.453406,1223,142,7977,4059,835,56,3144,24,3061,19,12,826
943,TOLUCA,Mexico,Toluca,TRUE,Small,"TOLUCA, MEXICO",3419,0,3468,3894000,129,3894,1122.83737,0,6800,3427,3427,136,0,3283,8,0,0,0,0
944,TOLUCA,Mexico,Toluca,TRUE,Ejido,"TOLUCA, MEXICO",7544,0,7113,5756000,0,5756,809.2225503,746,25,18005,11254,0,2103,9131,20,2736,577,1050,2388
945,TONATICO,Mexico,SSW MOR-TOL,TRUE,Total,"TONATICO, MEXICO",2699,198,1774,1555000,416,1555,876.5501691,969,660,8409,3905,540,1,3362,2,2672,310,52,1470
946,TONATICO,Mexico,SSW MOR-TOL,TRUE,Large,"TONATICO, MEXICO",749,155,604,637000,352,637,1054.635762,148,96,3933,1152,366,0,786,0,1355,260,0,1166
947,TONATICO,Mexico,SSW MOR-TOL,TRUE,Small,"TONATICO, MEXICO",409,0,205,214000,64,214,1043.902439,0,560,670,654,174,1,479,0,10,0,0,6
948,TONATICO,Mexico,SSW MOR-TOL,TRUE,Ejido,"TONATICO, MEXICO",1541,43,965,704000,0,704,729.5336788,821,4,3806,2099,0,0,2097,2,1307,50,52,298
949,TULTEPEC,Mexico,BOM,TRUE,Total,"TULTEPEC, MEXICO",858,0,495,501000,26,501,1012.121212,82,311,1827,1329,203,1,1109,16,447,0,0,51
950,TULTEPEC,Mexico,BOM,TRUE,Large,"TULTEPEC, MEXICO",392,0,97,109000,0,109,1123.71134,82,17,530,479,164,0,299,16,0,0,0,51
951,TULTEPEC,Mexico,BOM,TRUE,Small,"TULTEPEC, MEXICO",284,0,238,274000,26,274,1151.260504,0,292,321,312,39,1,272,0,9,0,0,0
952,TULTEPEC,Mexico,BOM,TRUE,Ejido,"TULTEPEC, MEXICO",182,0,160,118000,0,118,737.5,0,2,976,538,0,0,538,0,438,0,0,0
953,TULTITLAN,Mexico,BOM,TRUE,Total,"TULTITLAN, MEXICO",2209,19,1283,1141000,216,1141,889.3219018,247,1084,7631,3671,711,90,2706,164,2964,0,393,603
954,TULTITLAN,Mexico,BOM,TRUE,Large,"TULTITLAN, MEXICO",655,19,166,172000,30,172,1036.144578,157,20,2794,1379,339,0,876,164,1034,0,3,378
955,TULTITLAN,Mexico,BOM,TRUE,Small,"TULTITLAN, MEXICO",561,0,492,445000,39,445,904.4715447,0,1056,1112,854,64,90,700,0,33,0,0,225
956,TULTITLAN,Mexico,BOM,TRUE,Ejido,"TULTITLAN, MEXICO",993,0,625,524000,147,524,838.4,90,8,3725,1438,308,0,1130,0,1897,0,390,0
957,VALLE DE BRAVO,Mexico,Toluca,FALSE,Total,"VALLE DE BRAVO, MEXICO",3749,870,2708,2550000,1607,2550,941.6543575,857,623,16733,5563,2678,117,2532,236,3025,6834,1181,130
958,VALLE DE BRAVO,Mexico,Toluca,FALSE,Large,"VALLE DE BRAVO, MEXICO",1187,611,1050,971000,581,971,924.7619048,315,161,9403,2365,770,115,1277,203,1733,4674,518,113
959,VALLE DE BRAVO,Mexico,Toluca,FALSE,Small,"VALLE DE BRAVO, MEXICO",454,0,413,476000,149,476,1152.542373,0,446,698,688,214,2,454,18,0,0,0,10
960,VALLE DE BRAVO,Mexico,Toluca,FALSE,Ejido,"VALLE DE BRAVO, MEXICO",2108,259,1245,1103000,877,1103,885.9437751,542,16,6632,2510,1694,0,801,15,1292,2160,663,7
961,VILLA DE ALLENDE,Mexico,Toluca,FALSE,Total,"VILLA DE ALLENDE, MEXICO",5694,556,4475,3470000,256,3470,775.4189944,2979,1210,45609,11648,363,29,11173,83,7800,26089,25,47
962,VILLA DE ALLENDE,Mexico,Toluca,FALSE,Large,"VILLA DE ALLENDE, MEXICO",1233,346,1021,831000,118,831,813.9079334,948,159,22838,1747,148,27,1534,38,6945,14099,0,47
963,VILLA DE ALLENDE,Mexico,Toluca,FALSE,Small,"VILLA DE ALLENDE, MEXICO",1116,0,924,769000,138,769,832.2510823,0,1025,1400,1400,215,2,1182,1,0,0,0,0
964,VILLA DE ALLENDE,Mexico,Toluca,FALSE,Ejido,"VILLA DE ALLENDE, MEXICO",3345,210,2530,1870000,0,1870,739.1304348,2031,26,21371,8501,0,0,8457,44,855,11990,25,0
965,VILLA DEL CARBON,Mexico,BOM,TRUE,Total,"VILLA DEL CARBON, MEXICO",4575,395,4036,3815000,1142,3815,945.2428147,987,1412,27704,5950,1422,35,4399,94,4663,15741,1120,500
966,VILLA DEL CARBON,Mexico,BOM,TRUE,Large,"VILLA DEL CARBON, MEXICO",924,75,903,997000,299,997,1104.097453,297,169,12717,1155,313,1,758,83,2201,9135,2,224
967,VILLA DEL CARBON,Mexico,BOM,TRUE,Small,"VILLA DEL CARBON, MEXICO",753,0,736,729000,347,729,990.4891304,0,1234,1093,1086,453,0,622,11,6,0,0,1
968,VILLA DEL CARBON,Mexico,BOM,TRUE,Ejido,"VILLA DEL CARBON, MEXICO",2898,320,2397,2089000,496,2089,871.5060492,690,9,13894,3709,656,34,3019,0,2456,6336,1118,275
969,VILLA GUERRERO,Mexico,Toluca,TRUE,Total,"VILLA GUERRERO, MEXICO",3722,67,3212,3177000,2246,3177,989.1033624,626,4077,51339,5636,3388,7,1669,572,15174,25755,36,4727
970,VILLA GUERRERO,Mexico,Toluca,TRUE,Large,"VILLA GUERRERO, MEXICO",508,41,263,314000,203,314,1193.91635,626,85,46078,941,411,6,315,209,4785,25653,7,4692
971,VILLA GUERRERO,Mexico,Toluca,TRUE,Small,"VILLA GUERRERO, MEXICO",2727,0,2528,2450000,1625,2450,969.1455696,0,3987,4146,3918,2314,1,1333,270,188,5,0,35
972,VILLA GUERRERO,Mexico,Toluca,TRUE,Ejido,"VILLA GUERRERO, MEXICO",487,26,421,413000,418,413,980.9976247,0,5,1115,777,663,0,21,93,201,108,29,0
973,VILLA VICTORIA,Mexico,Toluca,TRUE,Total,"VILLA VICTORIA, MEXICO",14103,2619,10299,10018000,1201,10018,972.7157977,1490,662,37504,19612,1205,1780,16464,163,6029,3855,1221,7787
974,VILLA VICTORIA,Mexico,Toluca,TRUE,Large,"VILLA VICTORIA, MEXICO",3071,124,2302,2431000,30,2431,1056.038228,72,283,5957,3530,32,101,3327,70,2263,124,19,21
975,VILLA VICTORIA,Mexico,Toluca,TRUE,Small,"VILLA VICTORIA, MEXICO",592,273,499,374000,0,374,749.498998,0,351,875,866,0,0,865,1,9,0,0,0
976,VILLA VICTORIA,Mexico,Toluca,TRUE,Ejido,"VILLA VICTORIA, MEXICO",10440,2222,7498,7213000,1171,7213,961.989864,1418,28,30672,15316,1173,1679,12272,192,2757,3731,1202,7766
977,XONACATLAN,Mexico,BOM,TRUE,Total,"XONACATLAN, MEXICO",2072,18,1865,1345000,474,1345,721.1796247,265,1132,5167,2575,467,1,2105,2,608,1910,24,50
978,XONACATLAN,Mexico,BOM,TRUE,Large,"XONACATLAN, MEXICO",175,17,197,130000,86,130,659.8984772,38,21,1311,226,90,0,134,2,239,772,24,50
979,XONACATLAN,Mexico,BOM,TRUE,Small,"XONACATLAN, MEXICO",501,0,490,379000,144,379,773.4693878,0,1108,512,501,133,1,367,0,11,0,0,0
980,XONACATLAN,Mexico,BOM,TRUE,Ejido,"XONACATLAN, MEXICO",1396,1,1178,836000,244,836,709.6774194,227,3,3344,1848,244,0,1604,0,358,1138,0,0
981,ZACAZONAPAN,Mexico,WEST TOLUCA,FALSE,Total,"ZACAZONAPAN, MEXICO",594,551,491,388000,93,388,790.2240326,0,146,3037,1192,199,5,980,8,987,500,27,331
982,ZACAZONAPAN,Mexico,WEST TOLUCA,FALSE,Large,"ZACAZONAPAN, MEXICO",438,378,428,330000,88,330,771.0280374,0,96,2640,863,133,5,717,8,936,500,10,331
983,ZACAZONAPAN,Mexico,WEST TOLUCA,FALSE,Small,"ZACAZONAPAN, MEXICO",44,79,38,34000,5,34,894.7368421,0,76,124,123,20,0,103,0,1,0,0,0
984,ZACAZONAPAN,Mexico,WEST TOLUCA,FALSE,Ejido,"ZACAZONAPAN, MEXICO",112,94,25,24000,0,24,960,0,1,273,206,46,0,160,0,50,0,17,0
985,ZACUALPAN,Mexico,WEST TOLUCA,FALSE,Total,"ZACUALPAN, MEXICO",3750,1920,3676,4304000,67,4304,1170.837867,532,2339,66503,5764,86,20,5637,21,1917,54367,1342,3113
986,ZACUALPAN,Mexico,WEST TOLUCA,FALSE,Large,"ZACUALPAN, MEXICO",194,173,178,177000,17,177,994.3820225,89,51,54573,368,30,0,337,1,642,53522,3,38
987,ZACUALPAN,Mexico,WEST TOLUCA,FALSE,Small,"ZACUALPAN, MEXICO",2905,1747,2857,3434000,10,3434,1201.960098,0,2279,4800,4672,16,0,4636,20,122,5,0,1
988,ZACUALPAN,Mexico,WEST TOLUCA,FALSE,Ejido,"ZACUALPAN, MEXICO",651,0,641,693000,40,693,1081.123245,443,9,7130,724,40,20,664,0,1153,840,1339,3074
989,ATIZAPAN DE ZARAGOZA,Mexico,BOM,TRUE,Total,"ATIZAPAN DE ZARAGOZA, MEXICO",984,376,699,624000,163,624,892.7038627,58,357,5156,1383,199,0,1161,23,3003,603,60,107
990,ATIZAPAN DE ZARAGOZA,Mexico,BOM,TRUE,Large,"ATIZAPAN DE ZARAGOZA, MEXICO",435,196,175,201000,16,201,1148.571429,5,20,3706,648,34,0,597,17,2478,503,0,77
991,ATIZAPAN DE ZARAGOZA,Mexico,BOM,TRUE,Small,"ATIZAPAN DE ZARAGOZA, MEXICO",96,82,83,89000,6,89,1072.289157,0,333,220,180,24,0,154,2,10,0,0,30
992,ATIZAPAN DE ZARAGOZA,Mexico,BOM,TRUE,Ejido,"ATIZAPAN DE ZARAGOZA, MEXICO",453,98,441,334000,141,334,757.3696145,53,4,1230,555,141,0,410,4,515,100,60,0
993,ZINACANTEPEC,Mexico,Toluca,TRUE,Total,"ZINACANTEPEC, MEXICO",6412,449,4368,4080000,2097,4080,934.0659341,3872,1100,28298,8058,2585,139,5237,97,4066,12190,2722,1262
994,ZINACANTEPEC,Mexico,Toluca,TRUE,Large,"ZINACANTEPEC, MEXICO",771,98,797,806000,335,806,1011.292346,853,62,6235,1052,348,137,533,34,520,3902,0,761
995,ZINACANTEPEC,Mexico,Toluca,TRUE,Small,"ZINACANTEPEC, MEXICO",646,35,609,608000,40,608,998.3579639,0,1021,690,690,44,2,636,8,1,0,0,0
996,ZINACANTEPEC,Mexico,Toluca,TRUE,Ejido,"ZINACANTEPEC, MEXICO",4995,316,2962,2666000,1722,2666,900.0675219,3019,17,21373,6317,2193,0,4069,55,3545,8288,2722,501
997,ZUMPAHUACAN,Mexico,SSW MOR-TOL,TRUE,Total,"ZUMPAHUACAN, MEXICO",1768,1242,1710,1664000,603,1664,973.0994152,143,2209,4835,3027,857,0,2152,18,1154,130,110,414
998,ZUMPAHUACAN,Mexico,SSW MOR-TOL,TRUE,Large,"ZUMPAHUACAN, MEXICO",230,106,221,196000,209,196,886.8778281,113,52,1412,346,276,0,59,11,893,123,4,46
